year,state,total_co2_tons,total_so2_lbs,total_nox_lbs,num_emitting_plants,co2_intensity_tons_per_mwh,renewable_capacity_mw,renewable_capacity_fraction,coal_generation_mwh,gas_generation_mwh,nuclear_generation_mwh,renewable_generation_mwh,coal_consumed_mmbtu,gas_consumed_mmbtu,renewable_consumed_mmbtu,prev_year_co2_tons,yoy_co2_change_tons,yoy_co2_change_pct
2004,CT,8053015.11,12215000.01,8957388.03,19.00,0.25,1790.40,0.02,4296234.45,8175781.56,16539097.00,462937.04,0.00,0.00,0.00,7252454.08,800561.03,0.11
2005,CT,9645877.43,15045305.36,11831430.83,19.00,0.29,1790.40,0.02,4038870.64,8815492.31,15562122.02,476546.00,0.00,0.00,0.00,8053015.11,1592862.32,0.20
2006,CT,8817346.69,9741484.80,8433434.49,19.00,0.25,1794.00,0.02,4329726.21,10126095.46,16589445.97,543892.00,0.00,0.00,0.00,9645877.43,-828530.75,-0.09
2007,CT,8166279.99,9563953.63,7655449.65,20.00,0.25,1837.00,0.02,3770598.77,9791270.74,16386142.03,343028.36,0.00,0.00,0.00,8817346.69,-651066.70,-0.07
2008,CT,7023888.50,7909518.12,6283612.65,20.00,0.08,1837.00,0.02,13207851.19,24042730.17,46298837.81,1688904.78,290761776.22,420098234.53,0.00,8166279.99,-1142391.49,-0.14
2009,CT,7325487.63,3508863.21,4665046.72,17.00,0.08,1837.00,0.02,7403669.12,29205666.24,49972146.09,1544791.77,177272920.28,503095608.65,0.00,7023888.50,301599.12,0.04
2010,CT,8534278.66,3909994.55,5569765.99,18.00,0.09,1837.00,0.02,7863665.43,34325519.88,50250911.91,1200477.90,177343620.45,599519701.74,0.00,7325487.63,1208791.03,0.17
2011,CT,7153394.95,1504813.34,2760184.68,20.00,0.07,1837.00,0.02,1599582.00,45126348.12,47783510.91,1719138.01,39307840.88,659041063.35,0.00,8534278.66,-1380883.71,-0.16
2012,CT,7121028.42,669146.14,2088425.06,19.00,0.07,1837.00,0.01,299997.37,48827380.24,51233661.19,944571.00,4577683.29,692854999.57,0.00,7153394.95,-32366.53,0.00
2013,CT,7458316.33,2215585.18,2710265.02,19.00,0.07,2390.00,0.02,2063535.52,47300214.53,51238746.09,1202631.15,47083057.75,861770824.48,0.00,7121028.42,337287.92,0.05
2014,CT,7273507.02,2955141.44,3442003.97,18.00,0.07,2454.00,0.02,2496880.85,43771095.85,47521856.91,1357345.25,71743770.88,794648350.43,0.00,7458316.33,-184809.31,-0.02
2015,CT,8157564.61,2315947.62,3389859.44,18.00,0.07,2459.70,0.02,1805559.00,52377404.13,52232751.00,948597.30,32317115.25,835147193.22,0.00,7273507.02,884057.59,0.12
2016,CT,7684706.65,723104.85,2071495.29,18.00,0.07,2708.40,0.02,544512.00,53872338.07,49726475.81,800975.78,14063269.50,1094797679.95,0.00,8157564.61,-472857.96,-0.06
2017,CT,6835522.55,841712.19,2025899.09,18.00,0.10,2853.60,0.02,403532.00,28915978.52,32999242.06,773111.90,0.00,961168151.52,0.00,7684706.65,-849184.10,-0.11
2018,CT,8744800.68,1380350.26,2935608.98,19.00,0.07,3490.10,0.03,998262.00,60526858.64,50644476.00,2029920.50,17427605.63,1224022035.65,0.00,6835522.55,1909278.13,0.28
2019,CT,8109032.81,263664.27,1585415.20,19.00,0.10,4075.40,0.03,105304.00,42676669.82,33466796.00,1161480.56,0.00,1304111447.78,0.00,8744800.68,-635767.87,-0.07
2020,CT,9433036.13,261654.03,1792863.56,19.00,0.11,4493.20,0.03,-39294.00,47064596.71,31429710.06,1106270.26,0.00,1436375963.35,0.00,8109032.81,1324003.31,0.16
2021,CT,9971061.39,818930.59,2042246.61,18.00,0.11,5451.00,0.04,491873.97,48999462.98,34433017.94,1511899.31,0.00,1476069124.47,0.00,9433036.13,538025.26,0.06
2022,CT,9912016.02,1129258.72,2099093.63,18.00,0.12,5879.00,0.04,0.00,48725916.18,32928334.00,1464815.64,0.00,1296036825.72,0.00,9971061.39,-59045.37,-0.01
2023,CT,9909670.34,388023.84,1739751.08,18.00,0.12,6042.50,0.04,0.00,49974563.18,27338916.06,1789063.92,0.00,1349422245.02,0.00,9912016.02,-2345.68,0.00
2024,CT,10220566.60,261732.82,1550074.99,17.00,,947.20,0.07,0.00,0.00,0.00,0.00,0.00,156435207.57,0.00,9909670.34,310896.26,0.03
1997,DC,52753.82,850990.53,190944.90,1.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1998,DC,258461.78,2429568.08,836446.85,1.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52753.82,205707.95,3.90
1999,DC,267435.50,2864501.30,894183.35,1.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,258461.78,8973.72,0.03
2000,DC,173185.87,1915349.99,546569.16,1.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,267435.50,-94249.63,-0.35
2001,DC,164576.88,1508035.19,469430.69,1.00,1.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,173185.87,-8608.98,-0.05
2002,DC,279432.96,2174333.02,819573.20,1.00,1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,164576.88,114856.07,0.70
2003,DC,71889.80,571050.93,193593.80,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,279432.96,-207543.16,-0.74
2004,DC,41413.05,300092.54,106691.10,1.00,1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71889.80,-30476.75,-0.42
2005,DC,187206.13,1668508.08,551832.14,1.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41413.05,145793.08,3.52
2006,DC,62579.56,621046.21,199969.60,1.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,187206.13,-124626.57,-0.67
2007,DC,77906.56,637146.63,244335.37,1.00,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62579.56,15327.00,0.24
2008,DC,66882.93,521025.67,219491.55,1.00,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77906.56,-11023.63,-0.14
2009,DC,28034.61,604632.78,113243.45,1.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66882.93,-38848.32,-0.58
2010,DC,220765.06,1747500.62,746309.67,1.00,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28034.61,192730.45,6.87
2011,DC,136647.27,1446210.64,408683.49,1.00,0.68,0.00,0.00,0.00,71198.96,0.00,0.00,0.00,0.00,0.00,220765.06,-84117.79,-0.38
2012,DC,3602.28,43184.30,12167.24,1.00,0.05,0.00,0.00,0.00,62387.78,0.00,0.00,0.00,0.00,0.00,136647.27,-133044.98,-0.97
1997,DE,6470880.82,81813337.46,31473377.44,5.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1998,DE,6665773.05,85813314.19,29942191.09,6.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6470880.82,194892.22,0.03
1999,DE,5812771.82,58520090.56,21076872.25,6.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6665773.05,-853001.22,-0.13
2000,DE,6573657.97,80584760.37,21556148.00,6.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5812771.82,760886.14,0.13
2001,DE,6731718.86,72187809.69,22812957.69,7.00,1.93,0.00,0.00,1585997.46,364409.33,0.00,0.00,0.00,0.00,0.00,6573657.97,158060.89,0.02
2002,DE,6438983.30,64472270.25,17997538.25,12.00,2.23,0.00,0.00,1692312.91,539040.12,0.00,0.00,0.00,0.00,0.00,6731718.86,-292735.56,-0.04
2003,DE,6324845.21,74746887.38,20532005.80,12.00,0.91,0.00,0.00,4048586.00,1844601.05,0.00,0.00,0.00,0.00,0.00,6438983.30,-114138.09,-0.02
2004,DE,6426389.21,69120002.16,20897478.37,11.00,0.82,0.00,0.00,4963713.76,2424720.91,0.00,0.00,0.00,0.00,0.00,6324845.21,101544.00,0.02
2005,DE,6688310.26,61160320.15,22738514.83,11.00,0.82,0.00,0.00,5097071.29,2502977.37,0.00,0.00,0.00,0.00,0.00,6426389.21,261921.05,0.04
2006,DE,5801949.56,57523165.52,18246625.22,11.00,0.81,0.00,0.00,5037241.14,2041400.04,0.00,0.00,0.00,0.00,0.00,6688310.26,-886360.70,-0.13
2007,DE,6786730.77,65626178.43,20112392.68,11.00,0.80,0.00,0.00,5714302.90,2620330.89,0.00,0.00,0.00,0.00,0.00,5801949.56,984781.21,0.17
2008,DE,6145755.68,63616884.61,17885001.78,11.00,0.27,0.00,0.00,16432593.62,5911314.05,0.00,0.00,227087116.35,52890394.72,0.00,6786730.77,-640975.09,-0.09
2009,DE,3852378.56,33086574.37,8542606.88,9.00,0.27,13.20,0.00,9020760.29,5350386.03,0.00,0.00,156565379.81,49585816.21,0.00,6145755.68,-2293377.12,-0.37
2010,DE,4319230.95,28997859.69,8663142.96,9.00,0.26,35.20,0.00,8861745.50,7691133.03,0.00,7668.00,104421758.07,122689518.57,0.00,3852378.56,466852.39,0.12
2011,DE,4310883.51,18612265.10,6959821.38,9.00,0.22,174.00,0.00,4410296.91,15136608.07,0.00,39314.40,84610504.81,299788133.40,0.00,4319230.95,-8347.44,0.00
2012,DE,5027136.32,5359844.15,4161945.60,9.00,0.19,319.60,0.01,4310183.97,21326699.97,0.00,78591.00,99387018.00,400674874.94,0.00,4310883.51,716252.82,0.17
2013,DE,4357954.58,4480745.99,3597730.82,9.00,0.19,363.60,0.01,4665105.06,18296412.04,0.00,147555.00,95668837.39,349939441.42,0.00,5027136.32,-669181.74,-0.13
2014,DE,4102281.94,1658877.30,3579551.33,9.00,0.18,380.40,0.01,2615217.04,19775583.10,0.00,163743.00,83302931.23,341238373.32,0.00,4357954.58,-255672.64,-0.06
2015,DE,3536172.85,1607556.32,2904473.64,10.00,0.15,393.60,0.01,1807011.07,21228156.00,0.00,160912.68,23693223.82,346471987.55,0.00,4102281.94,-566109.09,-0.14
2016,DE,4020498.22,1025543.61,2612668.58,10.00,0.15,394.80,0.01,1431312.00,24387293.97,0.00,169219.65,37827083.63,396798791.96,0.00,3536172.85,484325.37,0.14
2017,DE,3277742.12,1090052.37,1777462.90,10.00,0.15,410.20,0.01,1098825.02,21033341.05,0.00,165748.77,30995351.44,263327243.53,0.00,4020498.22,-742756.10,-0.18
2018,DE,2820304.68,1287503.44,1894994.55,10.00,0.15,436.20,0.01,835923.00,17535744.58,0.00,164987.13,5496561.56,207307201.56,0.00,3277742.12,-457437.44,-0.14
2019,DE,2007608.28,558203.63,989596.13,10.00,0.13,527.00,0.01,363045.00,15037314.03,0.00,177231.03,11094718.50,157728883.61,0.00,2820304.68,-812696.40,-0.29
2020,DE,2055837.25,592865.99,1044445.34,10.00,0.20,640.50,0.01,210776.00,9936001.98,0.00,118704.00,0.00,165550928.04,0.00,2007608.28,48228.97,0.02
2021,DE,1992138.95,1325627.09,1415118.85,10.00,0.15,706.30,0.01,853497.00,11652242.97,0.00,185925.00,21133797.38,130215456.44,0.00,2055837.25,-63698.30,-0.03
2022,DE,2269902.58,955093.79,1486574.30,9.00,0.14,1272.80,0.03,321858.00,15154676.97,0.00,204765.00,22457604.75,177263046.35,0.00,1992138.95,277763.63,0.14
2023,DE,1810527.98,340930.27,1159111.42,9.00,0.13,1284.50,0.03,-29664.00,13697286.02,0.00,478242.00,14860403.48,153526592.55,0.00,2269902.58,-459374.60,-0.20
2024,DE,2039875.67,937362.91,1487963.30,9.00,,282.60,0.07,0.00,0.00,0.00,0.00,0.00,19636871.41,0.00,1810527.98,229347.70,0.13
1995,FL,17646073.93,257623258.69,139293524.47,3.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1996,FL,17454001.53,270105958.35,116192493.09,3.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17646073.93,-192072.40,-0.01
1997,FL,120776829.55,1381847235.32,591390064.15,48.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17454001.53,103322828.02,5.92
1998,FL,133058684.17,1636313709.34,671278109.19,48.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120776829.55,12281854.62,0.10
1999,FL,127962763.63,1463072421.38,622938710.73,49.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133058684.17,-5095920.54,-0.04
2000,FL,127617447.34,1140123272.95,585016386.99,51.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127962763.63,-345316.29,0.00
2001,FL,130164709.47,1138414363.56,584402199.60,54.00,1.05,7075.20,0.01,42338492.31,23550460.45,31583404.00,147718.00,0.00,0.00,0.00,127617447.34,2547262.14,0.02
2002,FL,131806254.99,933808373.24,516756734.71,57.00,1.00,7100.20,0.01,41146245.36,34191061.41,33704230.00,184114.00,0.00,0.00,0.00,130164709.47,1641545.51,0.01
2003,FL,136489760.76,950646955.36,505311629.91,59.00,0.66,6385.20,0.01,72679762.59,70036218.50,30996876.79,262667.00,0.00,0.00,0.00,131806254.99,4683505.77,0.04
2004,FL,131832908.35,824254126.91,438119111.17,59.00,0.62,7705.20,0.01,67966430.12,78330183.02,31238168.47,265258.00,0.00,0.00,0.00,136489760.76,-4656852.41,-0.03
2005,FL,136497128.74,830811600.83,424009074.93,59.00,0.63,7952.00,0.01,69535326.40,85662661.44,28772654.65,266159.00,0.00,0.00,0.00,131832908.35,4664220.39,0.04
2006,FL,134090689.45,647570322.86,389546369.28,59.00,0.60,8172.00,0.01,71225790.22,91351966.97,31438675.63,203422.00,0.00,0.00,0.00,136497128.74,-2406439.28,-0.02
2007,FL,134527925.52,635157333.25,368342146.08,60.00,0.60,9059.00,0.01,71668819.80,91549432.63,29300855.65,154446.00,0.00,0.00,0.00,134090689.45,437236.06,0.00
2008,FL,126215544.59,527903191.79,306991653.87,61.00,0.19,9081.30,0.01,206926085.23,279617173.99,96399828.00,618474.00,3865390931.14,5766255520.55,0.00,134527925.52,-8312380.92,-0.06
2009,FL,119801659.25,404546625.19,183194154.97,61.00,0.18,9487.40,0.01,174248699.90,308226667.86,87353631.00,653016.00,3514884973.91,7557928444.35,0.00,126215544.59,-6413885.34,-0.05
2010,FL,135330664.92,284548223.72,154810964.32,66.00,0.20,9638.10,0.01,187535864.76,368355403.92,71807764.68,773742.00,4209731618.63,8088594028.18,0.00,119801659.25,15529005.67,0.13
2011,FL,125036101.50,188682773.85,115884519.34,65.00,0.19,9788.40,0.01,160148960.31,389197449.06,66046104.00,836103.00,3554085432.62,8554070043.77,0.00,135330664.92,-10294563.42,-0.08
2012,FL,119911415.51,168733491.82,119951094.35,65.00,0.18,10039.00,0.01,139209074.40,421775786.85,53609805.00,767367.01,2806270455.15,9131821962.27,0.00,125036101.50,-5124685.99,-0.04
2013,FL,117221878.61,180140101.07,113365090.40,68.00,0.18,12397.10,0.01,146667430.40,403362433.16,79577565.00,1086705.01,3016207019.07,8185316582.79,0.00,119911415.51,-2689536.90,-0.02
2014,FL,123746631.06,197587877.62,123811348.77,68.00,0.18,12711.40,0.01,162449890.25,408300991.95,83604810.09,944081.08,3265991838.71,8301291777.24,0.00,117221878.61,6524752.45,0.06
2015,FL,121424452.03,122791778.03,111635422.71,60.00,0.17,14363.90,0.02,131840437.75,446039314.56,84365747.81,1086372.96,2852846304.17,9193203486.59,0.00,123746631.06,-2322179.03,-0.02
2016,FL,117966596.69,78373191.34,100089285.90,59.00,0.17,17428.50,0.02,130440099.67,463607183.66,87960066.00,969699.00,2403578058.03,9425579756.75,0.00,121424452.03,-3457855.34,-0.03
2017,FL,115680259.20,71400132.66,98183176.47,56.00,0.17,20469.60,0.02,117295828.22,452658965.45,87438657.00,2955114.00,2427628962.88,9435257039.80,0.00,117966596.69,-2286337.49,-0.02
2018,FL,111798618.25,58403656.19,73775796.59,56.00,0.15,32087.30,0.03,103335759.75,495432592.00,87937047.09,7706534.95,1837822198.28,10057048709.73,0.00,115680259.20,-3881640.95,-0.03
2019,FL,103823040.35,34018038.67,62449916.79,54.00,0.14,39403.70,0.04,80779825.71,522712699.29,87324198.09,12095421.13,1579647885.56,10550009069.27,0.00,111798618.25,-7975577.90,-0.07
2020,FL,101665832.42,30500794.28,59263328.41,54.00,0.14,57778.70,0.06,64449913.64,557201229.44,88258056.00,20134704.00,1108776216.06,10937992783.05,0.00,103823040.35,-2157207.94,-0.02
2021,FL,99432164.91,32222991.48,57982327.96,54.00,0.13,76289.50,0.08,62614842.58,541287522.99,88544682.09,27771513.00,1129287353.00,10592326853.11,0.00,101665832.42,-2233667.50,-0.02
2022,FL,100560369.09,25795506.31,54817948.36,55.00,0.13,87976.50,0.09,53465241.13,573162955.37,92304986.91,34587474.00,1071058057.44,11156702652.82,0.00,99432164.91,1128204.17,0.01
2023,FL,98417154.31,21616612.66,50148292.56,55.00,0.13,108690.20,0.11,41599580.06,582372551.23,89820581.91,42796499.10,899702603.38,11273669268.24,0.00,100560369.09,-2143214.78,-0.02
2024,FL,98411751.61,14032277.21,50083393.91,53.00,,13840.20,0.14,0.00,0.00,0.00,0.00,52216870.91,1335366576.55,0.00,98417154.31,-5402.70,0.00
1995,GA,54891443.66,795087527.44,264420592.28,11.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1996,GA,49063307.74,753927492.98,244661488.37,10.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54891443.66,-5828135.91,-0.11
1997,GA,75968790.84,1023372514.66,355702349.23,16.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49063307.74,26905483.10,0.55
1998,GA,76438474.29,1049954031.10,352649512.63,17.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75968790.84,469683.45,0.01
1999,GA,79662557.79,1024436736.01,349208788.48,20.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76438474.29,3224083.50,0.04
2000,GA,85426769.25,1037419988.49,369088986.32,25.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79662557.79,5764211.46,0.07
2001,GA,78611391.61,979254840.17,324756545.38,28.00,0.84,42633.60,0.11,52849840.61,2340190.61,33681769.00,1667278.50,0.00,0.00,0.00,85426769.25,-6815377.64,-0.08
2002,GA,83942641.32,1025308502.98,292912594.91,30.00,0.85,46233.60,0.10,55165264.89,3702176.18,31107735.03,1836400.37,0.00,0.00,0.00,78611391.61,5331249.72,0.07
2003,GA,83030899.63,1081431226.44,208866991.75,31.00,0.68,46256.30,0.10,80065909.81,3876242.94,33256649.00,3593178.10,0.00,0.00,0.00,83942641.32,-911741.69,-0.01
2004,GA,85701364.35,1094825475.13,201307165.19,32.00,0.68,50412.10,0.10,81392521.92,5730982.32,33747705.00,2811925.92,0.00,0.00,0.00,83030899.63,2670464.72,0.03
2005,GA,94101017.21,1232338711.13,222730152.87,33.00,0.69,50486.50,0.10,88647087.50,9403099.45,31534259.00,3820291.00,0.00,0.00,0.00,85701364.35,8399652.86,0.10
2006,GA,95263109.86,1273685521.69,224286768.43,32.00,0.69,50486.50,0.10,88041408.01,12597135.83,32005810.00,2168494.00,0.00,0.00,0.00,94101017.21,1162092.65,0.01
2007,GA,100758583.81,1270968610.64,214942417.70,33.00,0.69,52496.50,0.11,90891241.93,15383795.41,32544998.00,1914539.00,0.00,0.00,0.00,95263109.86,5495473.95,0.06
2008,GA,94130052.34,1029078837.42,211793265.70,34.00,0.23,52082.10,0.10,257645309.36,38908445.36,95073285.00,5963089.00,5260732385.44,643751509.35,0.00,100758583.81,-6628531.47,-0.07
2009,GA,81906514.50,524516480.00,115132061.88,33.00,0.21,52082.10,0.10,209924421.56,59662488.90,95047737.00,10595012.68,4686184691.14,939147908.33,0.00,94130052.34,-12223537.84,-0.13
2010,GA,87577539.71,437672243.49,121043802.73,33.00,0.21,52531.70,0.11,221475098.39,69109867.35,100536099.00,9131244.00,4181834883.98,1121570748.84,0.00,81906514.50,5671025.21,0.07
2011,GA,77579424.49,373719327.95,109646031.17,33.00,0.21,52612.10,0.11,183340825.38,75973035.84,96918543.00,5911649.99,4012835329.80,1245977046.27,0.00,87577539.71,-9998115.22,-0.11
2012,GA,65121583.23,202082768.44,69727595.69,33.00,0.18,52504.60,0.10,125097017.49,123689310.50,101824902.00,4199888.99,3389791589.38,2333177333.01,0.00,77579424.49,-12457841.26,-0.16
2013,GA,62967554.67,161857309.64,71099908.41,33.00,0.17,53945.40,0.11,122677338.94,119387548.37,98708343.00,9902359.44,2660295504.43,2062743824.44,0.00,65121583.23,-2154028.56,-0.03
2014,GA,68446829.06,128869448.94,72794368.78,34.00,0.18,55072.20,0.11,136339185.52,121950872.03,97710546.00,7208821.95,2916282244.61,2133390073.38,0.00,62967554.67,5479274.40,0.09
2015,GA,64526258.85,63570253.14,58636301.18,34.00,0.17,59618.80,0.12,111053794.27,148590689.56,101515386.00,6878274.84,2861589836.44,2622090909.08,0.00,68446829.06,-3920570.21,-0.06
2016,GA,66190424.89,36686975.98,51461890.31,30.00,0.17,67375.10,0.13,113609076.87,157908810.85,103441986.00,8347301.98,2852419254.50,3218888639.68,0.00,64526258.85,1664166.04,0.03
2017,GA,59876158.05,27588306.08,48850840.21,31.00,0.16,68098.30,0.14,97650749.36,157209071.36,101126415.00,9445325.99,2722129573.72,3120323561.53,0.00,66190424.89,-6314266.85,-0.10
2018,GA,59490739.07,27709353.05,50877389.20,31.00,0.15,69723.00,0.14,96725505.03,155315699.74,103088028.00,15604380.05,2356435830.66,3129332812.33,0.00,59876158.05,-385418.97,-0.01
2019,GA,56259014.03,24699343.31,42295292.54,31.00,0.15,76930.20,0.15,75613852.40,175052344.87,100773543.00,16554914.93,2422544264.60,3562171861.70,0.00,59490739.07,-3231725.05,-0.05
2020,GA,43020679.49,13879907.34,26661704.85,30.00,0.12,85476.90,0.17,41796024.10,174935526.47,98477091.00,24199032.08,1153895000.63,3525367714.68,0.00,56259014.03,-13238334.53,-0.24
2021,GA,47178403.78,17085029.36,31060884.40,30.00,0.13,94960.20,0.18,57109694.31,168956306.69,101855928.00,25185041.96,1333962304.88,3381769403.42,0.00,43020679.49,4157724.29,0.10
2022,GA,46627161.66,14287432.43,32764853.73,30.00,0.12,102112.20,0.19,50566904.39,178552905.31,102220773.00,28442976.03,1387675862.55,3651030172.85,0.00,47178403.78,-551242.13,-0.01
2023,GA,46311022.91,15934139.50,30267722.83,29.00,0.12,109616.50,0.20,50287143.02,179068582.70,112130508.09,29273915.97,1669161214.25,3638343417.03,0.00,46627161.66,-316138.75,-0.01
2024,GA,46210269.84,18610103.11,33536853.26,29.00,,12279.00,0.22,0.00,0.00,0.00,0.00,153522725.19,336746912.89,0.00,46311022.91,-100753.07,0.00
1995,IA,4401765.65,54722137.66,22807772.18,5.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1996,IA,4564486.78,42098170.67,19913967.76,5.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4401765.65,162721.13,0.04
1997,IA,36014523.79,311278560.48,150201446.01,21.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4564486.78,31450037.01,6.89
1998,IA,39713700.26,343456353.40,162254310.23,21.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36014523.79,3699176.47,0.10
1999,IA,39787780.57,311948511.66,160360812.95,21.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39713700.26,74080.31,0.00
2000,IA,40307118.27,274533435.70,157325270.50,21.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39787780.57,519337.70,0.01
2001,IA,39829211.92,267122931.70,156956774.68,21.00,1.01,5434.80,0.05,33478338.55,352794.05,3852722.00,1322381.00,0.00,0.00,0.00,40307118.27,-477906.34,-0.01
2002,IA,40286856.05,255694258.89,157911601.15,21.00,0.98,6610.80,0.05,34097630.95,186327.90,4573958.00,1861436.24,0.00,0.00,0.00,39829211.92,457644.13,0.01
2003,IA,39962445.73,263663995.26,152742290.44,22.00,0.96,7196.40,0.05,35122566.62,168532.93,3987657.00,1770563.39,0.00,0.00,0.00,40286856.05,-324410.32,-0.01
2004,IA,39884292.75,257597749.28,153367816.32,24.00,0.92,9324.90,0.07,35507791.68,691849.42,4928948.00,1987887.30,0.00,0.00,0.00,39962445.73,-78152.98,0.00
2005,IA,40411329.27,253557341.74,143000709.10,25.00,0.92,11806.20,0.08,34271109.03,2376878.15,4538313.00,2601635.01,0.00,0.00,0.00,39884292.75,527036.53,0.01
2006,IA,39875221.69,254867851.44,121318285.02,25.00,0.88,13092.90,0.09,34605423.15,2275381.10,5095442.00,3228088.00,0.00,0.00,0.00,40411329.27,-536107.58,-0.01
